FIPS,"Hospitalization Rate per 100,000",Unemployment Initial Claims,"Hospitals per 100,000"
55045,482,41.347,2.7
55047,465.2,62.063,5.3
55049,345,58.318,4.2
55051,740,64.1807,0
55053,454.1,56.081,4.9
55055,471,43.359,1.2
55057,627.4,67.555,3.8
55059,541.1,40.516,1.8
55061,534.8,44.4002,0
55063,336.6,45.586,1.7
55065,486,35.9695,6
55067,565.7,60.306,5.2
55069,451.4,63.175,7.2
55071,498.3,59.572,2.5
55073,497.7,58.854,2.2
55075,601,73.821,2.5
55077,537.8,69.825,0
55078,1288.1,98.087,0
55079,730.3,66.605,2.3
55081,349.6,51.759,8.7
55083,573.6,47.022,5.3
55085,524.4,58.621,5.6
55087,407.8,48.573,1.6
55089,455.4,38.8462,3.4
55091,480.2,33.6703,13.7
55093,305.5,26.0849,0
55095,353.2,37.2353,9.2
55097,425.7,54.17,1.4
55099,671.8,66.906,7.5
55101,664.9,59.284,2
55103,437.4,45.4598,5.8
55105,476.9,56.852,2.5
55107,643.2,77.611,7.1
55109,337.8,31.2901,5.6
55111,381.3,64.448,6.2
55113,491.2,59.007,6.1
55115,517.2,51.439,2.5
55117,495.4,48.133,1.7
55119,338,49.865,9.8
55121,394,52.589,6.8
55123,246.9,42.1995,6.5
55125,601.7,48.5945,4.6
55127,349,35.9006,1.9
55129,629.8,54.578,18.9
55131,362.6,45.412,1.5
55133,489.5,41.435,2.2
55135,518.3,60.818,2
55137,531.7,56.424,4.1
55139,457.3,49.942,2.9
55141,371,55.741,4.1
56001,NaN,20.6416,2.6
56003,NaN,23.7094,16.8
56005,NaN,44.1791,2.2
56007,NaN,24.9826,6.7
56009,NaN,29.2565,7.3
56011,NaN,16.364,13.4
56013,NaN,32.7278,5.1
56015,NaN,17.5108,15
56017,NaN,23.493,43.9
56019,NaN,27.535,11.8
56021,NaN,32.2838,2
56023,NaN,28.0367,10.3
56025,NaN,52.579,7.6
56027,NaN,5.167,41.9
56029,NaN,29.0497,6.8
56031,NaN,23.068,11.7
56033,NaN,27.5562,6.6
56035,NaN,36.623,0
56037,NaN,37.0915,4.6
56039,NaN,46.2875,4.3
56041,NaN,31.5186,9.9
56043,NaN,26.842,12.7
56045,NaN,15.974,14.4
